$productCatalog=mplProductCatalog
$catalogVersion=catalogversion(catalog(id[default=$productCatalog]),version[default='Staged'])[unique=true,default=$productCatalog:Staged]
$catalogVersionOnline=catalogversion(catalog(id[default=$productCatalog]),version[default='Online'])[unique=true,default=$productCatalog:Online]
INSERT_UPDATE BuyBox;product(code,$catalogVersion);price;sellerArticleSKU[unique=true];mrp;specialPrice;available;weightage;sellerId;sellerName;sellerType;sellerStartDate[dateformat=yyyyMMddHHmmss];sellerEndDate[dateformat=yyyyMMddHHmmss]
;MP000000111087060;21188 ;123676Anjali42000600608   ;6038 ;21188 ;1  ;18   ;123676;Anjali     ; WHOLESELLER;20161214171212;20171214171212
;MP000000111087060;21190 ;123676Anjali42000600610   ;6040 ;21190 ;1  ;18   ;123676;Anjali     ; WHOLESELLER;20161214171212;20171214171212
;MP000000111087060;21192 ;123676Anjali42000600607   ;6042 ;21192 ;1  ;18   ;123676;Anjali     ; WHOLESELLER;20161214171212;20171214171212
;MP000000111087060;21194 ;123676Anjali42000600609   ;6044 ;21194 ;1  ;18   ;123676;Anjali     ; WHOLESELLER;20161214171212;20171214171212
;MP000000111087061;21196 ;123676Anjali42000600611   ;6046 ;21196 ;1  ;18   ;123676;Anjali     ; WHOLESELLER;20161214171212;20171214171212
;MP000000111087061;21198 ;123676Anjali42000600612   ;6048 ;21198 ;1  ;18   ;123676;Anjali     ; WHOLESELLER;20161214171212;20171214171212
;MP000000111087061;21200 ;123676Anjali42000600613   ;6050 ;21200 ;1  ;18   ;123676;Anjali     ; WHOLESELLER;20161214171212;20171214171212
;MP000000111087062;21202 ;123676Anjali42000600621   ;6052 ;21202 ;1  ;18   ;123676;Anjali      ; WHOLESELLER;20161214171212;20171214171212
;MP000000111087062;21204 ;123676Anjali42000600622   ;6054 ;21204 ;1  ;18   ;123676;Anjali      ; WHOLESELLER;20161214171212;20171214171212
;MP000000111087062;21206 ;123676Anjali42000600623   ;6056 ;21206 ;1  ;18   ;123676;Anjali      ; WHOLESELLER;20161214171212;20171214171212
;MP000000111087062;21208 ;123676Anjali42000600624   ;6058 ;21208 ;1  ;18   ;123676;Anjali      ; WHOLESELLER;20161214171212;20171214171212
;MP000000111087063;21210 ;123676Anjali420006006301  ;6060 ;21210 ;1  ;18   ;123676;Anjali      ; WHOLESELLER;20161214171212;20171214171212
;MP000000111087063;21212 ;123676Anjali420006006302  ;6062 ;21212 ;1  ;18   ;123676;Anjali      ; WHOLESELLER;20161214171212;20171214171212
;MP000000111087063;21214 ;123676Anjali420006006303  ;6064 ;21214 ;1  ;18   ;123676;Anjali      ; WHOLESELLER;20161214171212;20171214171212
;MP000000111087064;21216 ;123676Anjali420006006401  ;6066 ;21216 ;1  ;18   ;123676;Anjali      ; WHOLESELLER;20161214171212;20171214171212
;MP000000111087064;21218 ;123676Anjali420006006402  ;6068 ;21218 ;1  ;18   ;123676;Anjali      ; WHOLESELLER;20161214171212;20171214171212
;MP000000111087064;21220 ;123676Anjali420006006403  ;6070 ;21220 ;1  ;18   ;123676;Anjali      ; WHOLESELLER;20161214171212;20171214171212
;MP000000111087065;21222 ;123676Anjali420006006501  ;6072 ;21222 ;1  ;18   ;123676;Anjali      ; WHOLESELLER;20161214171212;20171214171212
;MP000000111087065;21224 ;123676Anjali420006006502  ;6074 ;21224 ;1  ;18   ;123676;Anjali      ; WHOLESELLER;20161214171212;20171214171212
;MP000000111087065;21226 ;123676Anjali420006006503  ;6076 ;21226 ;1  ;18   ;123676;Anjali      ; WHOLESELLER;20161214171212;20171214171212
;MP000000111087066;21228 ;123676Anjali420006006601  ;6078 ;21228 ;1  ;18   ;123676;Anjali      ; WHOLESELLER;20161214171212;20171214171212 
;MP000000111087066;21230 ;123676Anjali420006006602  ;6080 ;21230 ;1  ;18   ;123676;Anjali      ; WHOLESELLER;20161214171212;20171214171212
;MP000000111087066;21232 ;123676Anjali420006006603  ;6082 ;21232 ;1  ;18   ;123676;Anjali      ; WHOLESELLER;20161214171212;20171214171212
;MP000000111087067;21234 ;123676Anjali420006006701  ;6084 ;21234 ;1  ;18   ;123676;Anjali      ; WHOLESELLER;20161214171212;20171214171212
;MP000000111087067;21236 ;123676Anjali420006006702  ;6086 ;21236 ;1  ;18   ;123676;Anjali      ; WHOLESELLER;20161214171212;20171214171212
;MP000000111087067;21238 ;123676Anjali420006006703  ;6088 ;21238 ;1  ;18   ;123676;Anjali      ; WHOLESELLER;20161214171212;20171214171212
;MP000000111087068;21240 ;123676Anjali420006006801  ;6090 ;21240 ;1  ;18   ;123676;Anjali      ; WHOLESELLER;20161214171212;20171214171212
;MP000000111087068;21242 ;123676Anjali420006006802  ;6092 ;21242 ;1  ;18   ;123676;Anjali      ; WHOLESELLER;20161214171212;20171214171212
;MP000000111087068;21244 ;123676Anjali420006006803  ;6094 ;21244 ;1  ;18   ;123676;Anjali      ; WHOLESELLER;20161214171212;20171214171212
;MP000000111087069;21246 ;123676Anjali420006007001  ;6096 ;21246 ;1  ;18   ;123676;Anjali      ; WHOLESELLER;20161214171212;20171214171212
;MP000000111087069;21248 ;123676Anjali420006007002  ;6098 ;21248 ;1  ;18   ;123676;Anjali      ; WHOLESELLER;20161214171212;20171214171212
;MP000000111087070;21252 ;123676Anjali420006007101  ;6102 ;21252 ;1  ;18   ;123676;Anjali       ; WHOLESELLER;20161214171212;20171214171212
;MP000000111087070;21254 ;123676Anjali420006007102  ;6104 ;21254 ;1  ;18   ;123676;Anjali       ; WHOLESELLER;20161214171212;20171214171212
;MP000000111087070;21256 ;123676Anjali420006007103  ;6106 ;21256 ;1  ;18   ;123676;Anjali       ; WHOLESELLER;20161214171212;20171214171212
